ID,label
821105,0
821259,0
823908,0
825420,0
825893,1
826160,1
826277,0
826735,1
826756,0
827615,0
829505,1
830403,1
831912,1
835255,1
835878,0
836974,1
838964,0
839538,0
839829,0
840677,1
841883,1
842685,0
845382,1
845577,0
846840,0
849850,1
849973,0
850023,1
850730,0
855346,0
855936,1
856236,0
856562,0
858133,0
858680,0
861533,0
862533,0
862826,0
862976,0
864869,0
865308,1
866003,0
868610,1
868616,1
870323,0
870871,0
872075,1
873464,0
875273,1
876634,1
878128,0
880599,0
880842,1
881297,1
884438,0
886357,0
887141,0
887554,0
887587,1
890238,1
893666,1
893722,1
899859,1
900116,1
901165,0
903139,1
903531,0
904292,0
906269,1
906734,0
907114,1
910165,0
911104,1
911243,0
911805,0
912227,0
913777,1
915436,0
915838,1
916655,0
916929,1
916977,0
919748,1
921013,1
922046,0
922375,1
923845,1
925044,0
925144,1
927020,0
927503,0
927863,1
928146,0
930307,1
932843,1
934564,1
934994,0
936029,1
937430,0
939811,0
940665,0
940841,0
941131,0
941160,1
942795,0
943103,1
943523,1
945184,1
945497,1
948206,1
948998,0
953260,1
954564,1
954929,0
956155,1
958775,1
959585,0
960556,1
961255,1
962244,0
962453,0
962523,0
964010,1
964581,0
964738,0
965908,1
965926,1
966259,0
966964,0
966968,0
967090,1
967106,1
967502,0
971046,1
971472,1
973296,0
973848,1
974843,0
975258,1
976536,1
977744,0
979131,0
979623,0
980051,0
980659,1
981038,0
983465,0
983848,0
983928,1
985391,1
985609,1
987742,0
989310,1
992355,1
992951,1
993700,0
995844,0
1001834,0
1003129,0
1003421,0
1003588,1
1005244,1
1006587,0
1006639,1
1011631,1
1012364,0
1012471,0
1013000,1
1014225,0
1016181,0
1022338,0
1022956,1
1024145,0
1025823,0
1026460,1
1027021,1
1027091,0
1028203,0
1030148,0
1030578,0
1031792,0
1033257,1
1033408,0
1033877,0
1034140,1
1035383,1
1035901,0
1037962,1
1041158,0
1041772,0
1042011,1
1042971,1
1044345,0
1046803,0
1047050,0
1052650,1
1052743,0
1053187,0
1053230,0
1054262,0
1054684,1
1055324,0
1056126,1
1056811,0
1056855,1
1057718,0
1059613,0
1061521,0
1061871,0
1062308,0
1065556,1
1066474,1
1068890,1
1072337,0
1073403,0
1076234,1
1077960,1
1078016,0
1080237,0
1080313,0
1082020,1
1082450,1
1088267,0
1088623,0
1090089,0
1092922,1
1093143,0
1093669,0
1094551,1
1095069,1
1096166,0
1097237,1
1097341,1
1097822,0
1099175,0
1101483,0
1102578,0
1102766,1
1103412,1
1104673,0
1105460,1
